Survey_ID,Response_ID,Response_Year,Response_Month,Class
517498,417498,2015,6,Obesity / Weight Status
517499,417499,2011,6,Physical Activity
517500,417500,2014,3,Obesity / Weight Status
517501,417501,2012,9,Obesity / Weight Status
517502,417502,2013,3,Obesity / Weight Status
517503,417503,2013,3,Physical Activity
517504,417504,2013,2,Physical Activity
517505,417505,2014,9,Physical Activity
517506,417506,2013,10,Physical Activity
517507,417507,2014,5,Obesity / Weight Status
517508,417508,2011,8,Obesity / Weight Status
517509,417509,2011,2,Physical Activity
517510,417510,2011,3,Physical Activity
517511,417511,2011,10,Physical Activity
517512,417512,2011,4,Physical Activity
517513,417513,2011,6,Physical Activity
517514,417514,2015,6,Physical Activity
517515,417515,2022,4,Obesity / Weight Status
517516,417516,2013,11,Physical Activity
517517,417517,2011,9,Obesity / Weight Status
517518,417518,2011,11,Obesity / Weight Status
517519,417519,2011,10,Physical Activity
517520,417520,2015,10,Physical Activity
517521,417521,2014,6,Obesity / Weight Status
517522,417522,2014,12,Physical Activity
517523,417523,2012,5,Obesity / Weight Status
517524,417524,2013,10,Obesity / Weight Status
517525,417525,2011,2,Obesity / Weight Status
517526,417526,2013,9,Physical Activity
517527,417527,2015,9,Physical Activity
517528,417528,2015,11,Physical Activity
517529,417529,2012,1,Obesity / Weight Status
517530,417530,2012,8,Obesity / Weight Status
517531,417531,2014,7,Obesity / Weight Status
517532,417532,2013,5,Physical Activity
517533,417533,2014,2,Obesity / Weight Status
517534,417534,2013,1,Physical Activity
517535,417535,2014,8,Obesity / Weight Status
517536,417536,2015,11,Physical Activity
517537,417537,2015,12,Physical Activity
517538,417538,2013,4,Physical Activity
517539,417539,2015,12,Physical Activity
517540,417540,2015,10,Physical Activity
517541,417541,2011,8,Physical Activity
517542,417542,2011,5,Obesity / Weight Status
517543,417543,2015,12,Physical Activity
517544,417544,2015,8,Physical Activity
517545,417545,2015,6,Physical Activity
517546,417546,2013,7,Physical Activity
517547,417547,2015,6,Obesity / Weight Status
517548,417548,2015,9,Obesity / Weight Status
517549,417549,2013,7,Obesity / Weight Status
517550,417550,2015,11,Obesity / Weight Status
517551,417551,2011,6,Obesity / Weight Status
517552,417552,2011,11,Physical Activity
517553,417553,2013,9,Physical Activity
517554,417554,2011,6,Obesity / Weight Status
517555,417555,2011,9,Physical Activity
517556,417556,2011,5,Physical Activity
517557,417557,2015,11,Obesity / Weight Status
517558,417558,2015,12,Physical Activity
517559,417559,2013,12,Physical Activity
517560,417560,2012,10,Obesity / Weight Status
517561,417561,2014,1,Obesity / Weight Status
517562,417562,2012,8,Obesity / Weight Status
517563,417563,2012,9,Physical Activity
517564,417564,2011,8,Physical Activity
517565,417565,2013,3,Physical Activity
517566,417566,2011,1,Physical Activity
517567,417567,2015,3,Obesity / Weight Status
517568,417568,2015,1,Physical Activity
517569,417569,2013,3,Obesity / Weight Status
517570,417570,2011,5,Physical Activity
517571,417571,2015,4,Obesity / Weight Status
517572,417572,2013,6,Physical Activity
517573,417573,2015,12,Physical Activity
517574,417574,2013,3,Physical Activity
517575,417575,2014,10,Obesity / Weight Status
517576,417576,2015,3,Obesity / Weight Status
517577,417577,2011,10,Physical Activity
517578,417578,2015,11,Physical Activity
517579,417579,2013,8,Physical Activity
517580,417580,2013,12,Obesity / Weight Status
517581,417581,2011,1,Physical Activity
517582,417582,2015,3,Physical Activity
517583,417583,2014,12,Obesity / Weight Status
517584,417584,2014,3,Obesity / Weight Status
517585,417585,2015,1,Physical Activity
517586,417586,2013,6,Physical Activity
517587,417587,2022,7,Obesity / Weight Status
517588,417588,2013,1,Physical Activity
517589,417589,2013,12,Physical Activity
517590,417590,2011,8,Physical Activity
517591,417591,2015,12,Physical Activity
517592,417592,2013,12,Physical Activity
517593,417593,2011,4,Physical Activity
517594,417594,2011,9,Obesity / Weight Status
517595,417595,2013,3,Physical Activity
517596,417596,2013,6,Obesity / Weight Status
517597,417597,2011,10,Physical Activity
517598,417598,2013,6,Physical Activity
517599,417599,2012,6,Physical Activity
517600,417600,2011,11,Obesity / Weight Status
517601,417601,2015,5,Obesity / Weight Status
517602,417602,2022,10,Obesity / Weight Status
517603,417603,2011,1,Physical Activity
517604,417604,2015,6,Physical Activity
517605,417605,2015,10,Physical Activity
517606,417606,2012,3,Obesity / Weight Status
517607,417607,2013,6,Obesity / Weight Status
517608,417608,2011,2,Physical Activity
517609,417609,2015,10,Obesity / Weight Status
517610,417610,2013,11,Physical Activity
517611,417611,2011,11,Physical Activity
517612,417612,2012,7,Obesity / Weight Status
517613,417613,2013,8,Physical Activity
517614,417614,2011,11,Physical Activity
517615,417615,2015,4,Physical Activity
517616,417616,2013,8,Obesity / Weight Status
517617,417617,2014,9,Obesity / Weight Status
517618,417618,2013,1,Obesity / Weight Status
517619,417619,2015,5,Obesity / Weight Status
517620,417620,2014,4,Obesity / Weight Status
517621,417621,2014,3,Obesity / Weight Status
517622,417622,2015,8,Physical Activity
517623,417623,2011,7,Physical Activity
517624,417624,2015,12,Physical Activity
517625,417625,2012,9,Obesity / Weight Status
517626,417626,2014,9,Obesity / Weight Status
517627,417627,2012,2,Obesity / Weight Status
517628,417628,2015,7,Physical Activity
517629,417629,2015,6,Obesity / Weight Status
517630,417630,2011,8,Obesity / Weight Status
517631,417631,2013,4,Physical Activity
517632,417632,2015,4,Physical Activity
517633,417633,2014,9,Physical Activity
517634,417634,2013,12,Obesity / Weight Status
517635,417635,2015,2,Physical Activity
517636,417636,2013,9,Physical Activity
517637,417637,2011,12,Physical Activity
517638,417638,2011,11,Physical Activity
517639,417639,2012,12,Physical Activity
517640,417640,2015,2,Obesity / Weight Status
517641,417641,2015,6,Physical Activity
517642,417642,2015,12,Obesity / Weight Status
517643,417643,2014,2,Physical Activity
517644,417644,2012,7,Physical Activity
517645,417645,2013,1,Physical Activity
517646,417646,2014,7,Obesity / Weight Status
517647,417647,2014,6,Obesity / Weight Status
517648,417648,2011,7,Physical Activity
517649,417649,2013,10,Obesity / Weight Status
517650,417650,2012,8,Obesity / Weight Status
517651,417651,2014,5,Obesity / Weight Status
517652,417652,2015,10,Physical Activity
517653,417653,2011,10,Physical Activity
517654,417654,2013,3,Physical Activity
517655,417655,2015,2,Physical Activity
517656,417656,2011,10,Physical Activity
517657,417657,2014,5,Obesity / Weight Status
517658,417658,2013,1,Physical Activity
517659,417659,2015,12,Physical Activity
517660,417660,2013,4,Physical Activity
517661,417661,2011,6,Physical Activity
517662,417662,2013,4,Obesity / Weight Status
517663,417663,2011,8,Physical Activity
517664,417664,2013,8,Physical Activity
517665,417665,2012,11,Obesity / Weight Status
517666,417666,2015,12,Physical Activity
517667,417667,2011,6,Physical Activity
517668,417668,2011,9,Obesity / Weight Status
517669,417669,2013,12,Obesity / Weight Status
517670,417670,2014,11,Obesity / Weight Status
517671,417671,2013,7,Obesity / Weight Status
517672,417672,2013,3,Obesity / Weight Status
517673,417673,2013,1,Physical Activity
517674,417674,2015,8,Physical Activity
517675,417675,2011,2,Obesity / Weight Status
517676,417676,2013,8,Physical Activity
517677,417677,2013,3,Physical Activity
517678,417678,2011,6,Physical Activity
517679,417679,2015,10,Physical Activity
517680,417680,2013,7,Physical Activity
517681,417681,2015,10,Obesity / Weight Status
517682,417682,2012,7,Obesity / Weight Status
517683,417683,2015,8,Physical Activity
517684,417684,2013,3,Physical Activity
517685,417685,2014,5,Obesity / Weight Status
517686,417686,2013,12,Physical Activity
517687,417687,2011,9,Physical Activity
517688,417688,2011,10,Physical Activity
517689,417689,2012,10,Physical Activity
517690,417690,2011,3,Physical Activity
517691,417691,2012,11,Obesity / Weight Status
517692,417692,2011,7,Obesity / Weight Status
517693,417693,2011,7,Physical Activity
517694,417694,2013,3,Physical Activity
517695,417695,2013,8,Physical Activity
517696,417696,2015,9,Physical Activity
517697,417697,2011,7,Physical Activity
517698,417698,2013,4,Obesity / Weight Status
517699,417699,2014,3,Physical Activity
517700,417700,2014,4,Obesity / Weight Status
517701,417701,2015,5,Physical Activity
517702,417702,2013,1,Physical Activity
517703,417703,2013,6,Obesity / Weight Status
517704,417704,2013,12,Obesity / Weight Status
517705,417705,2014,7,Obesity / Weight Status
517706,417706,2011,6,Physical Activity
517707,417707,2011,8,Physical Activity
517708,417708,2014,8,Physical Activity
517709,417709,2011,12,Physical Activity
517710,417710,2013,7,Physical Activity
517711,417711,2015,11,Physical Activity
517712,417712,2012,8,Physical Activity
517713,417713,2015,3,Physical Activity
517714,417714,2013,4,Physical Activity
517715,417715,2012,11,Obesity / Weight Status
517716,417716,2011,12,Physical Activity
517717,417717,2013,2,Physical Activity
517718,417718,2013,7,Physical Activity
517719,417719,2015,5,Physical Activity
517720,417720,2012,9,Physical Activity
517721,417721,2015,5,Obesity / Weight Status
517722,417722,2014,3,Obesity / Weight Status
517723,417723,2014,9,Obesity / Weight Status
517724,417724,2015,2,Physical Activity
517725,417725,2013,2,Physical Activity
517726,417726,2013,9,Physical Activity
517727,417727,2015,12,Physical Activity
517728,417728,2012,5,Obesity / Weight Status
517729,417729,2013,2,Physical Activity
517730,417730,2011,10,Physical Activity
517731,417731,2015,12,Obesity / Weight Status
517732,417732,2011,7,Physical Activity
517733,417733,2015,1,Physical Activity
517734,417734,2011,5,Physical Activity
517735,417735,2015,12,Physical Activity
517736,417736,2014,7,Obesity / Weight Status
517737,417737,2012,8,Obesity / Weight Status
517738,417738,2011,9,Physical Activity
517739,417739,2011,1,Physical Activity
517740,417740,2011,9,Physical Activity
517741,417741,2015,3,Obesity / Weight Status
517742,417742,2015,11,Physical Activity
517743,417743,2013,2,Obesity / Weight Status
517744,417744,2011,1,Physical Activity
517745,417745,2014,10,Obesity / Weight Status
517746,417746,2011,8,Obesity / Weight Status
517747,417747,2015,11,Physical Activity
517748,417748,2013,2,Physical Activity
517749,417749,2014,2,Physical Activity
517750,417750,2011,5,Physical Activity
517751,417751,2011,6,Physical Activity
517752,417752,2013,4,Physical Activity
517753,417753,2014,10,Physical Activity
517754,417754,2011,3,Physical Activity
517755,417755,2013,5,Physical Activity
517756,417756,2015,10,Physical Activity
517757,417757,2013,9,Physical Activity
517758,417758,2013,8,Physical Activity
517759,417759,2011,4,Physical Activity
517760,417760,2011,9,Obesity / Weight Status
517761,417761,2012,11,Obesity / Weight Status
517762,417762,2013,9,Obesity / Weight Status
517763,417763,2015,11,Obesity / Weight Status
517764,417764,2013,3,Obesity / Weight Status
517765,417765,2011,11,Physical Activity
517766,417766,2011,2,Physical Activity
517767,417767,2011,7,Physical Activity
517768,417768,2012,4,Obesity / Weight Status
517769,417769,2011,12,Obesity / Weight Status
517770,417770,2011,6,Physical Activity
517771,417771,2015,5,Physical Activity
517772,417772,2013,3,Obesity / Weight Status
517773,417773,2015,9,Obesity / Weight Status
517774,417774,2013,1,Physical Activity
517775,417775,2012,11,Obesity / Weight Status
517776,417776,2013,12,Physical Activity
517777,417777,2015,7,Physical Activity
517778,417778,2015,8,Physical Activity
517779,417779,2015,6,Obesity / Weight Status
517780,417780,2011,11,Physical Activity
517781,417781,2011,4,Physical Activity
517782,417782,2014,6,Physical Activity
517783,417783,2015,4,Physical Activity
517784,417784,2011,11,Physical Activity
517785,417785,2013,12,Obesity / Weight Status
517786,417786,2015,9,Physical Activity
517787,417787,2015,5,Physical Activity
517788,417788,2012,12,Obesity / Weight Status
517789,417789,2011,4,Obesity / Weight Status
517790,417790,2011,10,Physical Activity
517791,417791,2013,1,Physical Activity
517792,417792,2015,6,Physical Activity
517793,417793,2015,2,Physical Activity
517794,417794,2011,7,Obesity / Weight Status
517795,417795,2013,1,Physical Activity
517796,417796,2013,2,Physical Activity
517797,417797,2014,2,Obesity / Weight Status
517798,417798,2013,9,Physical Activity
517799,417799,2015,1,Physical Activity
517800,417800,2014,5,Physical Activity
517801,417801,2015,8,Obesity / Weight Status
517802,417802,2013,7,Physical Activity
517803,417803,2011,11,Physical Activity
517804,417804,2013,8,Obesity / Weight Status
517805,417805,2014,12,Obesity / Weight Status
517806,417806,2014,1,Obesity / Weight Status
517807,417807,2011,2,Physical Activity
517808,417808,2013,2,Physical Activity
517809,417809,2011,5,Obesity / Weight Status
517810,417810,2013,12,Physical Activity
517811,417811,2011,6,Physical Activity
517812,417812,2013,7,Physical Activity
517813,417813,2015,5,Obesity / Weight Status
517814,417814,2015,8,Physical Activity
517815,417815,2013,1,Physical Activity
517816,417816,2011,7,Obesity / Weight Status
517817,417817,2013,6,Physical Activity
517818,417818,2013,5,Obesity / Weight Status
517819,417819,2013,2,Physical Activity
517820,417820,2013,5,Physical Activity
517821,417821,2012,7,Obesity / Weight Status
517822,417822,2015,10,Physical Activity
517823,417823,2013,3,Obesity / Weight Status
517824,417824,2012,5,Obesity / Weight Status
517825,417825,2013,8,Physical Activity
517826,417826,2011,10,Obesity / Weight Status
517827,417827,2013,4,Physical Activity
517828,417828,2013,10,Physical Activity
517829,417829,2011,6,Physical Activity
517830,417830,2012,12,Obesity / Weight Status
517831,417831,2013,12,Physical Activity
517832,417832,2015,9,Physical Activity
517833,417833,2012,6,Physical Activity
517834,417834,2011,3,Physical Activity
517835,417835,2011,2,Physical Activity
517836,417836,2015,2,Obesity / Weight Status
517837,417837,2011,10,Physical Activity
517838,417838,2015,4,Physical Activity
517839,417839,2015,6,Physical Activity
517840,417840,2011,3,Physical Activity
517841,417841,2011,4,Physical Activity
517842,417842,2015,4,Physical Activity
517843,417843,2011,2,Physical Activity
517844,417844,2011,12,Physical Activity
517845,417845,2015,7,Physical Activity
517846,417846,2013,4,Obesity / Weight Status
517847,417847,2011,4,Physical Activity
517848,417848,2011,1,Physical Activity
517849,417849,2015,10,Physical Activity
517850,417850,2014,3,Obesity / Weight Status
517851,417851,2015,8,Obesity / Weight Status
517852,417852,2011,10,Physical Activity
517853,417853,2013,9,Physical Activity
517854,417854,2015,5,Physical Activity
517855,417855,2011,10,Obesity / Weight Status
517856,417856,2014,3,Obesity / Weight Status
517857,417857,2012,5,Obesity / Weight Status
517858,417858,2015,4,Physical Activity
517859,417859,2013,5,Physical Activity
517860,417860,2011,4,Physical Activity
517861,417861,2015,2,Physical Activity
517862,417862,2011,5,Physical Activity
517863,417863,2013,1,Obesity / Weight Status
517864,417864,2012,11,Obesity / Weight Status
517865,417865,2013,2,Physical Activity
517866,417866,2011,10,Obesity / Weight Status
517867,417867,2013,8,Physical Activity
517868,417868,2011,9,Physical Activity
517869,417869,2014,11,Obesity / Weight Status
517870,417870,2013,5,Physical Activity
517871,417871,2011,2,Physical Activity
517872,417872,2013,11,Physical Activity
517873,417873,2013,8,Physical Activity
517874,417874,2013,7,Physical Activity
517875,417875,2011,4,Physical Activity
517876,417876,2015,10,Physical Activity
517877,417877,2011,12,Physical Activity
517878,417878,2011,10,Obesity / Weight Status
517879,417879,2015,5,Physical Activity
517880,417880,2013,4,Physical Activity
517881,417881,2011,1,Physical Activity
517882,417882,2013,7,Physical Activity
517883,417883,2011,2,Physical Activity
517884,417884,2013,6,Physical Activity
517885,417885,2015,12,Physical Activity
517886,417886,2014,11,Obesity / Weight Status
517887,417887,2013,10,Physical Activity
517888,417888,2015,11,Physical Activity
517889,417889,2011,10,Physical Activity
517890,417890,2013,6,Physical Activity
517891,417891,2015,12,Obesity / Weight Status
517892,417892,2011,4,Physical Activity
517893,417893,2011,9,Obesity / Weight Status
517894,417894,2011,6,Obesity / Weight Status
517895,417895,2022,10,Physical Activity
517896,417896,2015,11,Obesity / Weight Status
517897,417897,2013,2,Obesity / Weight Status
517898,417898,2013,11,Obesity / Weight Status
517899,417899,2014,3,Obesity / Weight Status
517900,417900,2015,6,Physical Activity
517901,417901,2015,9,Physical Activity
517902,417902,2012,7,Obesity / Weight Status
517903,417903,2013,5,Obesity / Weight Status
517904,417904,2013,12,Obesity / Weight Status
517905,417905,2015,1,Physical Activity
517906,417906,2015,8,Physical Activity
517907,417907,2014,11,Obesity / Weight Status
517908,417908,2011,4,Obesity / Weight Status
517909,417909,2011,11,Obesity / Weight Status
517910,417910,2013,7,Physical Activity
517911,417911,2015,8,Obesity / Weight Status
517912,417912,2013,2,Physical Activity
517913,417913,2015,6,Physical Activity
517914,417914,2012,6,Obesity / Weight Status
517915,417915,2011,8,Obesity / Weight Status
517916,417916,2015,5,Physical Activity
517917,417917,2012,2,Physical Activity
517918,417918,2015,11,Obesity / Weight Status
517919,417919,2014,7,Obesity / Weight Status
517920,417920,2015,12,Obesity / Weight Status
517921,417921,2013,9,Physical Activity
517922,417922,2012,8,Obesity / Weight Status
517923,417923,2011,7,Physical Activity
517924,417924,2011,11,Physical Activity
517925,417925,2015,8,Physical Activity
517926,417926,2015,3,Obesity / Weight Status
517927,417927,2012,12,Physical Activity
517928,417928,2015,10,Physical Activity
517929,417929,2014,9,Obesity / Weight Status
517930,417930,2015,11,Obesity / Weight Status
517931,417931,2014,5,Physical Activity
517932,417932,2013,1,Physical Activity
517933,417933,2015,3,Physical Activity
517934,417934,2015,11,Physical Activity
517935,417935,2011,11,Physical Activity
517936,417936,2013,9,Physical Activity
517937,417937,2012,7,Obesity / Weight Status
517938,417938,2014,3,Physical Activity
517939,417939,2011,1,Obesity / Weight Status
517940,417940,2013,4,Obesity / Weight Status
517941,417941,2011,4,Physical Activity
517942,417942,2015,7,Physical Activity
517943,417943,2011,2,Physical Activity
517944,417944,2011,9,Physical Activity
517945,417945,2011,9,Obesity / Weight Status
517946,417946,2013,6,Physical Activity
517947,417947,2015,6,Physical Activity
517948,417948,2012,7,Physical Activity
517949,417949,2013,8,Physical Activity
517950,417950,2011,6,Physical Activity
517951,417951,2011,7,Physical Activity
517952,417952,2014,11,Obesity / Weight Status
517953,417953,2011,11,Physical Activity
517954,417954,2011,11,Physical Activity
517955,417955,2012,12,Obesity / Weight Status
517956,417956,2013,12,Physical Activity
517957,417957,2013,10,Physical Activity
517958,417958,2013,4,Obesity / Weight Status
517959,417959,2014,8,Obesity / Weight Status
517960,417960,2013,8,Physical Activity
517961,417961,2012,1,Physical Activity
517962,417962,2013,10,Obesity / Weight Status
517963,417963,2015,6,Physical Activity
517964,417964,2013,3,Physical Activity
517965,417965,2011,1,Physical Activity
517966,417966,2012,6,Obesity / Weight Status
517967,417967,2015,12,Physical Activity
517968,417968,2013,2,Obesity / Weight Status
517969,417969,2014,3,Obesity / Weight Status
517970,417970,2014,11,Obesity / Weight Status
517971,417971,2015,7,Physical Activity
517972,417972,2011,6,Physical Activity
517973,417973,2013,6,Physical Activity
517974,417974,2015,11,Physical Activity
517975,417975,2011,9,Physical Activity
517976,417976,2015,12,Physical Activity
517977,417977,2011,11,Obesity / Weight Status
517978,417978,2015,2,Obesity / Weight Status
517979,417979,2013,5,Obesity / Weight Status
517980,417980,2015,11,Physical Activity
517981,417981,2015,5,Physical Activity
517982,417982,2015,7,Obesity / Weight Status
517983,417983,2015,10,Obesity / Weight Status
517984,417984,2013,10,Physical Activity
517985,417985,2011,3,Physical Activity
517986,417986,2011,9,Obesity / Weight Status
517987,417987,2011,12,Physical Activity
517988,417988,2012,6,Physical Activity
517989,417989,2012,11,Obesity / Weight Status
517990,417990,2013,4,Physical Activity
517991,417991,2015,3,Physical Activity
517992,417992,2011,1,Physical Activity
517993,417993,2011,2,Physical Activity
517994,417994,2013,9,Physical Activity
517995,417995,2013,4,Obesity / Weight Status
517996,417996,2011,6,Physical Activity
517997,417997,2015,10,Physical Activity
517998,417998,2015,1,Physical Activity
517999,417999,2013,4,Physical Activity
518000,418000,2015,11,Physical Activity
518001,418001,2015,7,Physical Activity
518002,418002,2014,7,Obesity / Weight Status
518003,418003,2015,7,Obesity / Weight Status
518004,418004,2013,10,Obesity / Weight Status
518005,418005,2013,12,Obesity / Weight Status
518006,418006,2015,5,Physical Activity
518007,418007,2011,8,Physical Activity
518008,418008,2014,3,Physical Activity
518009,418009,2015,5,Physical Activity
518010,418010,2014,5,Obesity / Weight Status
518011,418011,2015,2,Physical Activity
518012,418012,2014,10,Obesity / Weight Status
518013,418013,2015,4,Physical Activity
518014,418014,2015,11,Physical Activity
518015,418015,2015,11,Physical Activity
518016,418016,2011,4,Physical Activity
518017,418017,2015,9,Physical Activity
518018,418018,2015,7,Physical Activity
518019,418019,2012,5,Obesity / Weight Status
518020,418020,2011,5,Physical Activity
518021,418021,2013,6,Obesity / Weight Status
518022,418022,2012,8,Obesity / Weight Status
518023,418023,2014,6,Physical Activity
518024,418024,2015,4,Obesity / Weight Status
518025,418025,2013,5,Physical Activity
518026,418026,2015,7,Obesity / Weight Status
518027,418027,2011,9,Physical Activity
518028,418028,2011,1,Obesity / Weight Status
518029,418029,2013,8,Physical Activity
518030,418030,2012,5,Physical Activity
518031,418031,2015,1,Physical Activity
518032,418032,2015,3,Obesity / Weight Status
518033,418033,2013,4,Physical Activity
518034,418034,2013,4,Physical Activity
518035,418035,2015,9,Physical Activity
518036,418036,2012,6,Physical Activity
518037,418037,2014,1,Obesity / Weight Status
518038,418038,2014,4,Obesity / Weight Status
518039,418039,2012,12,Physical Activity
518040,418040,2011,5,Physical Activity
518041,418041,2011,1,Physical Activity
518042,418042,2011,2,Obesity / Weight Status
518043,418043,2014,12,Obesity / Weight Status
518044,418044,2011,2,Obesity / Weight Status
518045,418045,2013,9,Obesity / Weight Status
518046,418046,2015,9,Physical Activity
518047,418047,2015,7,Physical Activity
518048,418048,2013,12,Obesity / Weight Status
518049,418049,2011,10,Obesity / Weight Status
518050,418050,2011,11,Obesity / Weight Status
518051,418051,2015,5,Physical Activity
518052,418052,2011,7,Physical Activity
518053,418053,2012,4,Physical Activity
518054,418054,2011,4,Physical Activity
518055,418055,2011,6,Physical Activity
518056,418056,2013,8,Physical Activity
518057,418057,2015,10,Physical Activity
518058,418058,2011,3,Physical Activity
518059,418059,2015,12,Obesity / Weight Status
518060,418060,2011,1,Physical Activity
518061,418061,2015,2,Physical Activity
518062,418062,2013,4,Physical Activity
518063,418063,2013,11,Obesity / Weight Status
518064,418064,2013,1,Physical Activity
518065,418065,2014,4,Physical Activity
518066,418066,2011,10,Physical Activity
518067,418067,2013,12,Obesity / Weight Status
518068,418068,2011,3,Physical Activity
518069,418069,2011,5,Physical Activity
518070,418070,2015,10,Physical Activity
518071,418071,2015,4,Physical Activity
518072,418072,2012,12,Physical Activity
518073,418073,2011,10,Obesity / Weight Status
518074,418074,2015,4,Physical Activity
518075,418075,2015,8,Physical Activity
518076,418076,2013,2,Physical Activity
518077,418077,2012,11,Obesity / Weight Status
518078,418078,2012,4,Physical Activity
518079,418079,2015,6,Physical Activity
518080,418080,2015,1,Obesity / Weight Status
518081,418081,2015,3,Obesity / Weight Status
518082,418082,2013,1,Obesity / Weight Status
518083,418083,2012,9,Obesity / Weight Status
518084,418084,2011,3,Obesity / Weight Status
518085,418085,2011,12,Physical Activity
518086,418086,2012,4,Obesity / Weight Status
518087,418087,2015,2,Physical Activity
518088,418088,2011,7,Obesity / Weight Status
518089,418089,2015,11,Physical Activity
518090,418090,2013,6,Physical Activity
518091,418091,2015,9,Physical Activity
518092,418092,2011,1,Physical Activity
518093,418093,2011,5,Obesity / Weight Status
518094,418094,2014,8,Physical Activity
518095,418095,2012,6,Obesity / Weight Status
518096,418096,2013,11,Obesity / Weight Status
518097,418097,2013,10,Physical Activity
518098,418098,2011,4,Physical Activity
518099,418099,2012,5,Physical Activity
518100,418100,2015,10,Physical Activity
518101,418101,2012,2,Obesity / Weight Status
518102,418102,2011,7,Physical Activity
518103,418103,2014,12,Obesity / Weight Status
518104,418104,2011,5,Physical Activity
518105,418105,2012,3,Obesity / Weight Status
518106,418106,2013,2,Obesity / Weight Status
518107,418107,2013,2,Physical Activity
518108,418108,2014,6,Physical Activity
518109,418109,2012,7,Physical Activity
518110,418110,2012,9,Obesity / Weight Status
518111,418111,2012,4,Physical Activity
518112,418112,2013,4,Obesity / Weight Status
518113,418113,2013,5,Physical Activity
518114,418114,2012,9,Obesity / Weight Status
518115,418115,2012,4,Obesity / Weight Status
518116,418116,2013,10,Physical Activity
518117,418117,2022,7,Obesity / Weight Status
518118,418118,2011,5,Obesity / Weight Status
518119,418119,2014,5,Obesity / Weight Status
518120,418120,2013,7,Physical Activity
518121,418121,2013,6,Physical Activity
518122,418122,2014,5,Physical Activity
518123,418123,2011,2,Physical Activity
518124,418124,2015,3,Physical Activity
518125,418125,2015,5,Physical Activity
518126,418126,2013,1,Physical Activity
518127,418127,2015,2,Physical Activity
518128,418128,2015,4,Physical Activity
518129,418129,2013,1,Physical Activity
518130,418130,2011,11,Physical Activity
518131,418131,2015,6,Obesity / Weight Status
518132,418132,2015,4,Physical Activity
518133,418133,2013,7,Obesity / Weight Status
518134,418134,2013,5,Physical Activity
518135,418135,2011,11,Physical Activity
518136,418136,2013,6,Obesity / Weight Status
518137,418137,2013,11,Obesity / Weight Status
518138,418138,2011,10,Physical Activity
518139,418139,2013,6,Physical Activity
518140,418140,2011,9,Physical Activity
518141,418141,2013,1,Physical Activity
518142,418142,2013,9,Obesity / Weight Status
518143,418143,2011,4,Physical Activity
518144,418144,2011,5,Physical Activity
518145,418145,2014,2,Obesity / Weight Status
518146,418146,2011,3,Physical Activity
518147,418147,2011,5,Physical Activity
518148,418148,2013,11,Physical Activity
518149,418149,2012,11,Obesity / Weight Status
518150,418150,2014,2,Obesity / Weight Status
518151,418151,2011,2,Physical Activity
518152,418152,2012,1,Obesity / Weight Status
518153,418153,2013,12,Obesity / Weight Status
518154,418154,2015,2,Obesity / Weight Status
518155,418155,2015,3,Physical Activity
518156,418156,2015,1,Physical Activity
518157,418157,2012,8,Obesity / Weight Status
518158,418158,2011,10,Physical Activity
518159,418159,2015,1,Obesity / Weight Status
518160,418160,2013,10,Physical Activity
518161,418161,2015,6,Physical Activity
518162,418162,2011,6,Physical Activity
518163,418163,2011,1,Obesity / Weight Status
518164,418164,2012,6,Obesity / Weight Status
518165,418165,2011,3,Physical Activity
518166,418166,2013,11,Physical Activity
518167,418167,2015,4,Physical Activity
518168,418168,2013,5,Obesity / Weight Status
518169,418169,2013,5,Obesity / Weight Status
518170,418170,2012,6,Physical Activity
518171,418171,2015,7,Physical Activity
518172,418172,2013,1,Physical Activity
518173,418173,2013,11,Obesity / Weight Status
518174,418174,2013,5,Physical Activity
518175,418175,2013,7,Physical Activity
518176,418176,2011,7,Physical Activity
518177,418177,2015,10,Physical Activity
518178,418178,2013,12,Physical Activity
518179,418179,2014,8,Physical Activity
518180,418180,2022,9,Physical Activity
518181,418181,2013,10,Physical Activity
518182,418182,2015,10,Physical Activity
518183,418183,2014,5,Obesity / Weight Status
518184,418184,2012,3,Physical Activity
518185,418185,2013,12,Physical Activity
518186,418186,2011,1,Physical Activity
518187,418187,2015,12,Physical Activity
518188,418188,2012,6,Obesity / Weight Status
518189,418189,2011,3,Obesity / Weight Status
518190,418190,2015,9,Physical Activity
518191,418191,2011,5,Physical Activity
518192,418192,2011,1,Physical Activity
518193,418193,2013,2,Physical Activity
518194,418194,2015,10,Physical Activity
518195,418195,2013,5,Obesity / Weight Status
518196,418196,2012,8,Obesity / Weight Status
518197,418197,2015,3,Physical Activity
518198,418198,2014,4,Obesity / Weight Status
518199,418199,2015,12,Obesity / Weight Status
518200,418200,2013,3,Obesity / Weight Status
518201,418201,2012,2,Physical Activity
518202,418202,2014,2,Physical Activity
518203,418203,2012,3,Physical Activity
518204,418204,2011,3,Physical Activity
518205,418205,2011,5,Physical Activity
518206,418206,2011,2,Physical Activity
518207,418207,2015,5,Obesity / Weight Status
518208,418208,2013,8,Obesity / Weight Status
518209,418209,2011,5,Obesity / Weight Status
518210,418210,2013,1,Physical Activity
518211,418211,2011,10,Obesity / Weight Status
518212,418212,2014,4,Obesity / Weight Status
518213,418213,2011,11,Physical Activity
518214,418214,2015,9,Physical Activity
