Activity_ID,P_ID,Duration,Activity_Type,Frequency
70121,20221,Upto 80,Running,2
70122,20222,Upto 80,Running,2
70123,20223,Upto 300,HIT,6
70124,20224,Upto 45,Cardio,1
70125,20225,Upto 300,HIT,6
70126,20226,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70127,20227,Upto 45,Cardio,1
70128,20228,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70129,20229,Upto 80,Running,2
70130,20230,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70131,20231,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70132,20232,Upto 300,HIT,6
70133,20233,Upto 300,HIT,6
70134,20234,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70135,20235,Upto 80,Running,2
70136,20236,Upto 300,HIT,6
70137,20237,Upto 45,Cardio,1
70138,20238,Upto 80,Running,2
70139,20239,Upto 80,Running,2
70140,20240,Upto 45,Cardio,1
70141,20241,Upto 80,Running,2
70142,20242,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70143,20243,Upto 80,Running,2
70144,20244,Upto 45,Cardio,1
70145,20245,Upto 80,Running,2
70146,20246,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70147,20247,Upto 300,HIT,6
70148,20248,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70149,20249,Upto 45,Cardio,1
70150,20250,Upto 45,Cardio,1
70151,20251,Upto 300,HIT,6
70152,20252,Upto 300,HIT,6
70153,20253,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70154,20254,Upto 80,Running,2
70155,20255,Upto 80,Running,2
70156,20256,Upto 80,Running,2
70157,20257,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70158,20258,Upto 45,Cardio,1
70159,20259,Upto 80,Running,2
70160,20260,Upto 80,Running,2
70161,20261,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70162,20262,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70163,20263,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70164,20264,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70165,20265,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70166,20266,Upto 45,Cardio,1
70167,20267,Upto 45,Cardio,1
70168,20268,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70169,20269,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70170,20270,Upto 45,Cardio,1
70171,20271,Upto 45,Cardio,1
70172,20272,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70173,20273,Upto 300,HIT,6
70174,20274,Upto 45,Cardio,1
70175,20275,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70176,20276,Upto 80,Running,2
70177,20277,Upto 80,Running,2
70178,20278,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70179,20279,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70180,20280,Upto 80,Running,2
70181,20281,Upto 300,HIT,6
70182,20282,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70183,20283,Upto 80,Running,2
70184,20284,Upto 45,Cardio,1
70185,20285,Upto 45,Cardio,1
70186,20286,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70187,20287,Upto 45,Cardio,1
70188,20288,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70189,20289,Upto 300,HIT,6
70190,20290,Upto 300,HIT,6
70191,20291,Upto 80,Running,2
70192,20292,Upto 80,Running,2
70193,20293,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70194,20294,Upto 300,HIT,6
70195,20295,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70196,20296,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70197,20297,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70198,20298,Upto 80,Running,2
70199,20299,Upto 300,HIT,6
70200,20300,Upto 80,Running,2
70201,20301,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70202,20302,Upto 80,Running,2
70203,20303,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70204,20304,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70205,20305,Upto 80,Running,2
70206,20306,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70207,20307,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70208,20308,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70209,20309,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70210,20310,Upto 300,HIT,6
70211,20311,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70212,20312,Upto 80,Running,2
70213,20313,Upto 45,Cardio,1
70214,20314,Upto 300,HIT,6
70215,20315,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70216,20316,Upto 45,Cardio,1
70217,20317,Upto 80,Running,2
70218,20318,Upto 80,Running,2
70219,20319,Upto 80,Running,2
70220,20320,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70221,20321,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70222,20322,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70223,20323,Upto 80,Running,2
70224,20324,Upto 80,Running,2
70225,20325,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70226,20326,Upto 45,Cardio,1
70227,20327,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70228,20328,Upto 45,Cardio,1
70229,20329,Upto 80,Running,2
70230,20330,Upto 80,Running,2
70231,20331,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70232,20332,Upto 45,Cardio,1
70233,20333,Upto 80,Running,2
70234,20334,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70235,20335,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70236,20336,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70237,20337,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70238,20338,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70239,20339,Upto 300,HIT,6
70240,20340,Upto 300,HIT,6
70241,20341,Upto 80,Running,2
70242,20342,Upto 300,HIT,6
70243,20343,Upto 300,HIT,6
70244,20344,Upto 45,Cardio,1
70245,20345,Upto 80,Running,2
70246,20346,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70247,20347,Upto 80,Running,2
70248,20348,Upto 80,Running,2
70249,20349,Upto 300,HIT,6
70250,20350,Upto 45,Cardio,1
70251,20351,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70252,20352,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70253,20353,Upto 45,Cardio,1
70254,20354,Upto 80,Running,2
70255,20355,Upto 45,Cardio,1
70256,20356,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70257,20357,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70258,20358,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70259,20359,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70260,20360,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70261,20361,Upto 80,Running,2
70262,20362,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70263,20363,Upto 80,Running,2
70264,20364,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70265,20365,Upto 300,HIT,6
70266,20366,Upto 80,Running,2
70267,20367,Upto 45,Cardio,1
70268,20368,Upto 300,HIT,6
70269,20369,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70270,20370,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70271,20371,Upto 300,HIT,6
70272,20372,Upto 45,Cardio,1
70273,20373,Upto 300,HIT,6
70274,20374,Upto 300,HIT,6
70275,20375,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70276,20376,Upto 300,HIT,6
70277,20377,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70278,20378,Upto 300,HIT,6
70279,20379,Upto 45,Cardio,1
70280,20380,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70281,20381,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70282,20382,Upto 300,HIT,6
70283,20383,Upto 80,Running,2
70284,20384,Upto 300,HIT,6
70285,20385,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70286,20386,Upto 300,HIT,6
70287,20387,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70288,20388,Upto 80,Running,2
70289,20389,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70290,20390,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70291,20391,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70292,20392,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70293,20393,Upto 45,Cardio,1
70294,20394,Upto 300,HIT,6
70295,20395,Upto 80,Running,2
70296,20396,Upto 80,Running,2
70297,20397,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70298,20398,Upto 45,Cardio,1
70299,20399,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70300,20400,Upto 45,Cardio,1
70301,20401,Upto 80,Running,2
70302,20402,Upto 80,Running,2
70303,20403,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70304,20404,Upto 300,HIT,6
70305,20405,Upto 45,Cardio,1
70306,20406,Upto 300,HIT,6
70307,20407,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70308,20408,Upto 45,Cardio,1
70309,20409,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70310,20410,Upto 300,HIT,6
70311,20411,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70312,20412,Upto 300,HIT,6
70313,20413,Upto 300,HIT,6
70314,20414,Upto 300,HIT,6
70315,20415,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70316,20416,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70317,20417,Upto 45,Cardio,1
70318,20418,Upto 45,Cardio,1
70319,20419,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70320,20420,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70321,20421,Upto 45,Cardio,1
70322,20422,Upto 45,Cardio,1
70323,20423,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70324,20424,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70325,20425,Upto 80,Running,2
70326,20426,Upto 80,Running,2
70327,20427,Upto 45,Cardio,1
70328,20428,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70329,20429,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70330,20430,Upto 80,Running,2
70331,20431,Upto 80,Running,2
70332,20432,Upto 80,Running,2
70333,20433,Upto 300,HIT,6
70334,20434,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70335,20435,Upto 80,Running,2
70336,20436,Upto 45,Cardio,1
70337,20437,Upto 80,Running,2
70338,20438,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70339,20439,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70340,20440,Upto 80,Running,2
70341,20441,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70342,20442,Upto 300,HIT,6
70343,20443,Upto 45,Cardio,1
70344,20444,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70345,20445,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70346,20446,Upto 45,Cardio,1
70347,20447,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70348,20448,Upto 80,Running,2
70349,20449,Upto 80,Running,2
70350,20450,Upto 80,Running,2
70351,20451,Upto 80,Running,2
70352,20452,Upto 80,Running,2
70353,20453,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70354,20454,Upto 80,Running,2
70355,20455,Upto 45,Cardio,1
70356,20456,Upto 80,Running,2
70357,20457,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70358,20458,Upto 300,HIT,6
70359,20459,Upto 300,HIT,6
70360,20460,Upto 300,HIT,6
70361,20461,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70362,20462,Upto 80,Running,2
70363,20463,Upto 45,Cardio,1
70364,20464,Upto 300,HIT,6
70365,20465,Upto 45,Cardio,1
70366,20466,Upto 45,Cardio,1
70367,20467,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70368,20468,Upto 300,HIT,6
70369,20469,Upto 300,HIT,6
70370,20470,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70371,20471,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70372,20472,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70373,20473,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70374,20474,Upto 80,Running,2
70375,20475,Upto 80,Running,2
70376,20476,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70377,20477,Upto 80,Running,2
70378,20478,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70379,20479,Upto 300,HIT,6
70380,20480,Upto 300,HIT,6
70381,20481,Upto 80,Running,2
70382,20482,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70383,20483,Upto 80,Running,2
70384,20484,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70385,20485,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70386,20486,Upto 300,HIT,6
70387,20487,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70388,20488,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70389,20489,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70390,20490,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70391,20491,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70392,20492,Upto 45,Cardio,1
70393,20493,Upto 45,Cardio,1
70394,20494,Upto 45,Cardio,1
70395,20495,Upto 80,Running,2
70396,20496,Upto 45,Cardio,1
70397,20497,Upto 300,HIT,6
70398,20498,Upto 45,Cardio,1
70399,20499,Upto 300,HIT,6
70400,20500,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70401,20501,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70402,20502,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70403,20503,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70404,20504,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70405,20505,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70406,20506,Upto 80,Running,2
70407,20507,Upto 80,Running,2
70408,20508,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70409,20509,Upto 80,Running,2
70410,20510,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70411,20511,Upto 45,Cardio,1
70412,20512,Upto 80,Running,2
70413,20513,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70414,20514,Upto 300,HIT,6
70415,20515,Upto 80,Running,2
70416,20516,Upto 300,HIT,6
70417,20517,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70418,20518,Upto 300,HIT,6
70419,20519,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70420,20520,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70421,20521,Upto 300,HIT,6
70422,20522,Upto 300,HIT,6
70423,20523,Upto 45,Cardio,1
70424,20524,Upto 300,HIT,6
70425,20525,Upto 45,Cardio,1
70426,20526,Upto 45,Cardio,1
70427,20527,Upto 300,HIT,6
70428,20528,Upto 45,Cardio,1
70429,20529,Upto 80,Running,2
70430,20530,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70431,20531,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70432,20532,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70433,20533,Upto 80,Running,2
70434,20534,Upto 300,HIT,6
70435,20535,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70436,20536,Upto 300,HIT,6
70437,20537,Upto 300,HIT,6
70438,20538,Upto 300,HIT,6
70439,20539,Upto 300,HIT,6
70440,20540,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70441,20541,Upto 300,HIT,6
70442,20542,Upto 300,HIT,6
70443,20543,Upto 45,Cardio,1
70444,20544,Upto 300,HIT,6
70445,20545,Upto 45,Cardio,1
70446,20546,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70447,20547,Upto 45,Cardio,1
70448,20548,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70449,20549,Upto 80,Running,2
70450,20550,Upto 300,HIT,6
70451,20551,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70452,20552,Upto 45,Cardio,1
70453,20553,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70454,20554,Upto 45,Cardio,1
70455,20555,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70456,20556,Upto 80,Running,2
70457,20557,Upto 80,Running,2
70458,20558,Upto 80,Running,2
70459,20559,Upto 80,Running,2
70460,20560,Upto 300,HIT,6
70461,20561,Upto 45,Cardio,1
70462,20562,Upto 80,Running,2
70463,20563,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70464,20564,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70465,20565,Upto 300,HIT,6
70466,20566,Upto 300,HIT,6
70467,20567,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70468,20568,Upto 45,Cardio,1
70469,20569,Upto 80,Running,2
70470,20570,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70471,20571,Upto 300,HIT,6
70472,20572,Upto 45,Cardio,1
70473,20573,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70474,20574,Upto 80,Running,2
70475,20575,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70476,20576,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70477,20577,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70478,20578,Upto 80,Running,2
70479,20579,Upto 300,HIT,6
70480,20580,Upto 80,Running,2
70481,20581,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70482,20582,Upto 45,Cardio,1
70483,20583,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70484,20584,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70485,20585,Upto 45,Cardio,1
70486,20586,Upto 45,Cardio,1
70487,20587,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70488,20588,Upto 300,HIT,6
70489,20589,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70490,20590,Upto 45,Cardio,1
70491,20591,Upto 80,Running,2
70492,20592,Upto 300,HIT,6
70493,20593,Upto 80,Running,2
70494,20594,Upto 300,HIT,6
70495,20595,Upto 45,Cardio,1
70496,20596,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70497,20597,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70498,20598,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70499,20599,Upto 45,Cardio,1
70500,20600,Upto 45,Cardio,1
70501,20601,Upto 45,Cardio,1
70502,20602,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70503,20603,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70504,20604,Upto 45,Cardio,1
70505,20605,Upto 300,HIT,6
70506,20606,Upto 45,Cardio,1
70507,20607,Upto 300,HIT,6
70508,20608,Upto 300,HIT,6
70509,20609,Upto 45,Cardio,1
70510,20610,Upto 300,HIT,6
70511,20611,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70512,20612,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70513,20613,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70514,20614,Upto 300,HIT,6
70515,20615,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70516,20616,Upto 80,Running,2
70517,20617,Upto 45,Cardio,1
70518,20618,Upto 80,Running,2
70519,20619,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70520,20620,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70521,20621,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70522,20622,Upto 300,HIT,6
70523,20623,Upto 45,Cardio,1
70524,20624,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70525,20625,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70526,20626,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70527,20627,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70528,20628,Upto 45,Cardio,1
70529,20629,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70530,20630,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70531,20631,Upto 45,Cardio,1
70532,20632,Upto 45,Cardio,1
70533,20633,Upto 45,Cardio,1
70534,20634,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70535,20635,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70536,20636,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70537,20637,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70538,20638,Upto 45,Cardio,1
70539,20639,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70540,20640,Upto 300,HIT,6
70541,20641,Upto 80,Running,2
70542,20642,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70543,20643,Upto 80,Running,2
70544,20644,Upto 300,HIT,6
70545,20645,Upto 45,Cardio,1
70546,20646,Upto 80,Running,2
70547,20647,Upto 300,HIT,6
70548,20648,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70549,20649,Upto 45,Cardio,1
70550,20650,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70551,20651,Upto 300,HIT,6
70552,20652,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70553,20653,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70554,20654,Upto 80,Running,2
70555,20655,Upto 300,HIT,6
70556,20656,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70557,20657,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70558,20658,Upto 45,Cardio,1
70559,20659,Upto 45,Cardio,1
70560,20660,Upto 80,Running,2
70561,20661,Upto 45,Cardio,1
70562,20662,Upto 300,HIT,6
70563,20663,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70564,20664,Upto 80,Running,2
70565,20665,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70566,20666,Upto 300,HIT,6
70567,20667,Upto 45,Cardio,1
70568,20668,Upto 45,Cardio,1
70569,20669,Upto 300,HIT,6
70570,20670,Upto 45,Cardio,1
70571,20671,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70572,20672,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70573,20673,Upto 45,Cardio,1
70574,20674,Upto 45,Cardio,1
70575,20675,Upto 80,Running,2
70576,20676,Upto 80,Running,2
70577,20677,Upto 80,Running,2
70578,20678,Upto 300,HIT,6
70579,20679,Upto 300,HIT,6
70580,20680,Upto 80,Running,2
70581,20681,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70582,20682,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70583,20683,Upto 80,Running,2
70584,20684,Upto 45,Cardio,1
70585,20685,Upto 80,Running,2
70586,20686,Upto 300,HIT,6
70587,20687,Upto 80,Running,2
70588,20688,Upto 80,Running,2
70589,20689,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70590,20690,Upto 80,Running,2
70591,20691,Upto 45,Cardio,1
70592,20692,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70593,20693,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70594,20694,Upto 45,Cardio,1
70595,20695,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70596,20696,Upto 45,Cardio,1
70597,20697,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70598,20698,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70599,20699,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70600,20700,Upto 45,Cardio,1
70601,20701,Upto 80,Running,2
70602,20702,Upto 45,Cardio,1
70603,20703,Upto 300,HIT,6
70604,20704,Upto 45,Cardio,1
70605,20705,Upto 300,HIT,6
70606,20706,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70607,20707,Upto 45,Cardio,1
70608,20708,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
70609,20709,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70610,20710,Upto 100,Fruits and Vegetables,Percent of adults who report consuming vegetables less than one time daily
70611,20711,Upto 45,Cardio,1
70612,20712,Upto 45,Cardio,1
70613,20713,Upto 100,Fruits and Vegetables,Percent of adults who report consuming fruit less than one time daily
