Survey_ID,Class,Question,D_Value,L_Confidence,H_Confidence,P_ID
515506,Physical Activity,Percent of adults who engage in no leisure-time physical activity,23.2,20.2,26.7,15606
515507,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),48.6,45.2,52.1,15607
515508,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,25.6,22.4,29.1,15608
515509,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.5,31.2,42.2,15609
515510,Physical Activity,Percent of adults who engage in no leisure-time physical activity,29.5,25.5,33.8,15610
515511,Physical Activity,Percent of adults who engage in no leisure-time physical activity,32.6,29.6,35.8,15611
515512,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,32.8,29.5,36.2,15612
515513,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),30,26.8,33.4,15613
515514,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,24.8,20.6,29.6,15614
515515,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,24.9,21.3,28.9,15615
515516,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),34.2,30.6,37.9,15616
515517,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,22.7,18.4,27.6,15617
515518,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),40.2,35.5,45.2,15618
515519,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.9,24.4,31.6,15619
515520,Physical Activity,Percent of adults who engage in no leisure-time physical activity,33.2,27.2,39.9,15620
515521,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,26.6,22.1,31.5,15621
515522,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),59.8,56.5,63,15622
515523,Physical Activity,Percent of adults who engage in no leisure-time physical activity,14.5,12.6,16.5,15623
515524,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,32.8,28.5,37.3,15624
515525,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,31.3,27.7,35.1,15625
515526,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.9,33.6,40.4,15626
515527,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.6,26,33.5,15627
515528,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,27.2,22.5,32.4,15628
515529,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,18.4,13.9,24.1,15629
515530,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.3,24,35.3,15630
515531,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),47.7,42.4,52.9,15631
515532,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),35.7,29.7,42.2,15632
515533,Physical Activity,Percent of adults who engage in no leisure-time physical activity,34.6,30.9,38.5,15633
515534,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,23.2,18.9,28.2,15634
515535,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.2,19.3,27.6,15635
515536,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),42.1,39.9,44.3,15636
515537,Physical Activity,Percent of adults who engage in no leisure-time physical activity,25.9,21.2,31.3,15637
515538,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.4,16.1,25.5,15638
515539,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.5,32.4,38.8,15639
515540,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19.1,14,25.6,15640
515541,Physical Activity,Percent of adults who engage in no leisure-time physical activity,17.1,15.1,19.4,15641
515542,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,33.8,30.1,37.6,15642
515543,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,38,34.9,41.2,15643
515544,Physical Activity,Percent of adults who engage in no leisure-time physical activity,32.9,27.2,39.1,15644
515545,Physical Activity,Percent of adults who engage in no leisure-time physical activity,37.7,33.1,42.5,15645
515546,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,40.5,37.4,43.8,15646
515547,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),43.8,38.7,49.1,15647
515548,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,27.7,25.1,30.5,15648
515549,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,37,32.9,41.2,15649
515550,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.3,35.1,39.5,15650
515551,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.6,30.9,40.5,15651
515552,Physical Activity,Percent of adults who engage in no leisure-time physical activity,24.6,20.7,29.1,15652
515553,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,39.4,36.4,42.4,15653
515554,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34,31.3,36.9,15654
515555,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.5,20,25.3,15655
515556,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),28.7,24.2,33.7,15656
515557,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),62.5,58.3,66.4,15657
515558,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,17.4,12.6,23.5,15658
515559,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,33.6,22.6,46.6,15659
515560,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.6,24.4,31,15660
515561,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,40.3,36.4,44.3,15661
515562,Physical Activity,Percent of adults who engage in no leisure-time physical activity,21,18.3,24,15662
515563,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,15.6,10.6,22.5,15663
515564,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.7,18.3,25.5,15664
515565,Physical Activity,Percent of adults who engage in no leisure-time physical activity,30,24.9,35.7,15665
515566,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),49.3,40.6,58,15666
515567,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.4,22.8,32.4,15667
515568,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,22,17.1,27.8,15668
515569,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,16.4,10.8,24.1,15669
515570,Physical Activity,Percent of adults who engage in no leisure-time physical activity,22.7,15.1,32.6,15670
515571,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),26.9,21.1,33.8,15671
515572,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.1,23.3,31.3,15672
515573,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,24.6,22.4,27.1,15673
515574,Physical Activity,Percent of adults who engage in no leisure-time physical activity,22.3,19.8,25,15674
515575,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,25.7,20.8,31.2,15675
515576,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,41.1,36.2,46.2,15676
515577,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.2,29.2,37.3,15677
515578,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,19.6,16.1,23.6,15678
515579,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,19.3,16.2,22.8,15679
515580,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),34,30.1,38.1,15680
515581,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,18,14.7,21.9,15681
515582,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,26.5,22.8,30.5,15682
515583,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,28.3,22.5,35,15683
515584,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),51,45.3,56.6,15684
515585,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.1,29.7,38.7,15685
515586,Physical Activity,Percent of adults who engage in no leisure-time physical activity,29.4,25.1,34,15686
515587,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,30.9,28.8,33.2,15687
515588,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),56.5,52.2,60.7,15688
515589,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.4,26.8,32.1,15689
515590,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),44.1,39.8,48.5,15690
515591,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,12.3,8.6,17.4,15691
515592,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.1,31.5,41,15692
515593,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,21.2,18.6,24,15693
515594,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,31.5,26.6,36.9,15694
515595,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),63.1,59.6,66.5,15695
515596,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.6,32.3,41.1,15696
515597,Physical Activity,Percent of adults who engage in no leisure-time physical activity,20.9,17.8,24.4,15697
515598,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,32.2,28,36.7,15698
515599,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.9,28.7,37.4,15699
515600,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,33.7,28.3,39.5,15700
515601,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,18.7,15.4,22.6,15701
515602,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.1,30.3,40.1,15702
515603,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.8,19.6,28.6,15703
515604,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,28.6,26.4,31,15704
515605,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,26.8,23.4,30.5,15705
515606,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,24.4,21.6,27.5,15706
515607,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,31.3,27.8,34.9,15707
515608,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),39.3,34.4,44.5,15708
515609,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,18.7,12.9,26.2,15709
515610,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),39.3,34.6,44.2,15710
515611,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),34.2,31.3,37.3,15711
515612,Physical Activity,Percent of adults who engage in no leisure-time physical activity,27.7,23.1,32.8,15712
515613,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.7,29.1,38.7,15713
515614,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),28.6,24.5,32.9,15714
515615,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.2,30.6,37.9,15715
515616,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),53.4,50.7,56,15716
515617,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.3,27.2,44.3,15717
515618,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,29.1,26,32.5,15718
515619,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),43.9,37.9,50.1,15719
515620,Physical Activity,Percent of adults who engage in no leisure-time physical activity,12.3,10.8,14,15720
515621,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32,25.6,39.2,15721
515622,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.9,30.6,39.5,15722
515623,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),47.9,41.9,53.9,15723
515624,Physical Activity,Percent of adults who engage in no leisure-time physical activity,25.5,21.5,30,15724
515625,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,22.1,19,25.4,15725
515626,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,40.8,37.3,44.5,15726
515627,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,16.3,12.2,21.4,15727
515628,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,28.1,24.7,31.7,15728
515629,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),47.1,39.2,55.2,15729
515630,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.1,30.4,36,15730
515631,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.1,25.8,32.7,15731
515632,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,17.7,14.2,21.7,15732
515633,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),48.5,43.7,53.4,15733
515634,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,37.1,33.5,40.9,15734
515635,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,40.9,35.3,46.7,15735
515636,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.7,22.6,29,15736
515637,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,41.6,39.2,44,15737
515638,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,23.3,17.5,30.3,15738
515639,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.5,17.7,23.7,15739
515640,Physical Activity,Percent of adults who engage in no leisure-time physical activity,27,22.2,32.3,15740
515641,Physical Activity,Percent of adults who engage in no leisure-time physical activity,14.6,12.9,16.5,15741
515642,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),54,48.9,59.1,15742
515643,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,25.3,22.6,28.3,15743
515644,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.7,17.5,24.2,15744
515645,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,18.6,16,21.5,15745
515646,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),61.3,55.7,66.7,15746
515647,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,38,35.5,40.5,15747
515648,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,23.8,17.1,32.1,15748
515649,Physical Activity,Percent of adults who engage in no leisure-time physical activity,24.7,21.6,28.1,15749
515650,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,29.9,25,35.4,15750
515651,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),48.9,42.1,55.6,15751
515652,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35,30.3,40,15752
515653,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.6,24.3,33.2,15753
515654,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,38.4,34.8,42,15754
515655,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19.9,16.5,23.7,15755
515656,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.4,28.6,36.4,15756
515657,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),22.1,19.1,25.5,15757
515658,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.2,26.9,35.9,15758
515659,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,30.7,27.7,33.8,15759
515660,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.2,31.7,38.8,15760
515661,Physical Activity,Percent of adults who engage in no leisure-time physical activity,26.9,20.7,34.1,15761
515662,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),31.3,27.2,35.7,15762
515663,Physical Activity,Percent of adults who engage in no leisure-time physical activity,32.9,29.3,36.8,15763
515664,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,30.1,25.4,35.3,15764
515665,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,40.4,35.2,45.8,15765
515666,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),25.9,22.2,30,15766
515667,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37,32.7,41.6,15767
515668,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.8,25.9,34.1,15768
515669,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.4,23.7,31.5,15769
515670,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.9,29.7,38.2,15770
515671,Physical Activity,Percent of adults who engage in no leisure-time physical activity,16.1,13.6,19,15771
515672,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,30.5,26.9,34.3,15772
515673,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.8,34.8,38.9,15773
515674,Physical Activity,Percent of adults who engage in no leisure-time physical activity,27.2,24.6,30.1,15774
515675,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.1,22.4,30.3,15775
515676,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),36.7,32.5,41.2,15776
515677,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,37.9,33.2,42.8,15777
515678,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,25.7,19.7,32.8,15778
515679,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,21.7,18.2,25.6,15779
515680,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,31,27.8,34.5,15780
515681,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,23.3,19.3,27.9,15781
515682,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,28.2,23.7,33.2,15782
515683,Physical Activity,Percent of adults who engage in no leisure-time physical activity,30.2,25.6,35.2,15783
515684,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.8,23.3,32.9,15784
515685,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,13.6,10.2,18,15785
515686,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.2,27.4,39.5,15786
515687,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,25.5,21.4,30.1,15787
515688,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,11.2,7.8,16,15788
515689,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),67.1,63.8,70.2,15789
515690,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.9,33.8,42.3,15790
515691,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19,15,23.8,15791
515692,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.4,28.6,36.4,15792
515693,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,7.7,5.3,11,15793
515694,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30,26.2,34.1,15794
515695,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.4,28.7,36.5,15795
515696,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,18.2,14.8,22.1,15796
515697,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,29.7,24.8,35.1,15797
515698,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,33.5,28.8,38.5,15798
515699,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),33.6,30,37.4,15799
515700,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,27.2,23.8,30.9,15800
515701,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),44.5,33.9,55.7,15801
515702,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),39.6,35.7,43.6,15802
515703,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,41.6,35.4,48.1,15803
515704,Physical Activity,Percent of adults who engage in no leisure-time physical activity,35.8,32.9,38.7,15804
515705,Physical Activity,Percent of adults who engage in no leisure-time physical activity,31.6,26.8,36.8,15805
515706,Physical Activity,Percent of adults who engage in no leisure-time physical activity,32.7,28.1,37.5,15806
515707,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.3,27.2,31.6,15807
515708,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),21.9,18.7,25.5,15808
515709,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.9,20.3,27.9,15809
515710,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),59.3,54.9,63.6,15810
515711,Physical Activity,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,29.8,25.3,34.7,15811
515712,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31,26.6,35.6,15812
515713,Physical Activity,Percent of adults who engage in no leisure-time physical activity,37.3,32.9,42.1,15813
