D_ID,P_ID,Ethnicity,Income
171050,21150,Asian,"$15,000 - $24,999"
171051,21151,Hispanic,"$50,000 - $74,999"
171052,21152,Pacific Islander,"$15,000 - $24,999"
171053,21153,Native American,Unemployed
171054,21154,White,"$25,000 - $34,999"
171055,21155,Native American,"Less than $15,000"
171056,21156,Native American,"$35,000 - $49,999"
171057,21157,Other,"$75,000 or greater"
171058,21158,Black,"$50,000 - $74,999"
171059,21159,Native American,"$25,000 - $34,999"
171060,21160,Native American,"Less than $15,000"
171061,21161,Hispanic,"$15,000 - $24,999"
171062,21162,White,"Less than $15,000"
171063,21163,Hispanic,"$75,000 or greater"
171064,21164,Other,"$25,000 - $34,999"
171065,21165,Other,"Less than $15,000"
171066,21166,Other,"$75,000 or greater"
171067,21167,White,"$25,000 - $34,999"
171068,21168,Asian,"$35,000 - $49,999"
171069,21169,Hispanic,"$25,000 - $34,999"
171070,21170,Native American,Unemployed
171071,21171,Black,"$25,000 - $34,999"
171072,21172,Pacific Islander,"$75,000 or greater"
171073,21173,Asian,"$15,000 - $24,999"
171074,21174,Hispanic,"$35,000 - $49,999"
171075,21175,Native American,"$75,000 or greater"
171076,21176,White,"$25,000 - $34,999"
171077,21177,White,"$15,000 - $24,999"
171078,21178,Hispanic,"$15,000 - $24,999"
171079,21179,Asian,"$25,000 - $34,999"
171080,21180,White,"Less than $15,000"
171081,21181,Asian,"$25,000 - $34,999"
171082,21182,Pacific Islander,Unemployed
171083,21183,White,"$25,000 - $34,999"
171084,21184,Native American,"$25,000 - $34,999"
171085,21185,Native American,"$15,000 - $24,999"
171086,21186,White,"Less than $15,000"
171087,21187,Asian,"Less than $15,000"
171088,21188,Native American,"$50,000 - $74,999"
171089,21189,Native American,"$35,000 - $49,999"
171090,21190,Asian,"$25,000 - $34,999"
171091,21191,Pacific Islander,Unemployed
171092,21192,White,"$15,000 - $24,999"
171093,21193,Other,"Less than $15,000"
171094,21194,Native American,"$75,000 or greater"
171095,21195,Hispanic,"$35,000 - $49,999"
171096,21196,Hispanic,"$15,000 - $24,999"
171097,21197,White,"$25,000 - $34,999"
171098,21198,Hispanic,"$25,000 - $34,999"
171099,21199,White,"$75,000 or greater"
171100,21200,Native American,"$75,000 or greater"
171101,21201,Other,Unemployed
171102,21202,White,"$15,000 - $24,999"
171103,21203,Hispanic,"$35,000 - $49,999"
171104,21204,Native American,"$50,000 - $74,999"
171105,21205,Pacific Islander,"Less than $15,000"
171106,21206,Pacific Islander,"Less than $15,000"
171107,21207,White,"$25,000 - $34,999"
171108,21208,Hispanic,"$75,000 or greater"
171109,21209,Native American,"$35,000 - $49,999"
171110,21210,Native American,"$25,000 - $34,999"
171111,21211,Native American,"$35,000 - $49,999"
171112,21212,Black,"$35,000 - $49,999"
171113,21213,White,"$35,000 - $49,999"
171114,21214,Native American,"$75,000 or greater"
171115,21215,Native American,"Less than $15,000"
171116,21216,Native American,Unemployed
171117,21217,Pacific Islander,"$50,000 - $74,999"
171118,21218,Pacific Islander,"$25,000 - $34,999"
171119,21219,Pacific Islander,"Less than $15,000"
171120,21220,White,"$35,000 - $49,999"
171121,21221,Asian,"$50,000 - $74,999"
171122,21222,Black,"Less than $15,000"
171123,21223,Black,Unemployed
171124,21224,Black,"$50,000 - $74,999"
171125,21225,White,"$35,000 - $49,999"
171126,21226,Other,Unemployed
171127,21227,Black,"$50,000 - $74,999"
171128,21228,Native American,"$35,000 - $49,999"
171129,21229,White,"$50,000 - $74,999"
171130,21230,Asian,Unemployed
171131,21231,Hispanic,"$50,000 - $74,999"
171132,21232,Native American,"$35,000 - $49,999"
171133,21233,Native American,"$15,000 - $24,999"
171134,21234,Asian,"$35,000 - $49,999"
171135,21235,Black,"$25,000 - $34,999"
171136,21236,Black,Unemployed
171137,21237,White,"$50,000 - $74,999"
171138,21238,Other,"$25,000 - $34,999"
171139,21239,Native American,Unemployed
171140,21240,Native American,"Less than $15,000"
171141,21241,White,"$15,000 - $24,999"
171142,21242,Hispanic,"$15,000 - $24,999"
171143,21243,White,"$25,000 - $34,999"
171144,21244,Asian,Unemployed
171145,21245,Other,"Less than $15,000"
171146,21246,Asian,"Less than $15,000"
171147,21247,Asian,"$50,000 - $74,999"
171148,21248,Black,Unemployed
171149,21249,Pacific Islander,"$15,000 - $24,999"
171150,21250,Hispanic,"$35,000 - $49,999"
171151,21251,Hispanic,"$25,000 - $34,999"
171152,21252,Black,"$50,000 - $74,999"
171153,21253,White,"Less than $15,000"
171154,21254,Asian,"$35,000 - $49,999"
171155,21255,Asian,"$50,000 - $74,999"
171156,21256,Asian,"$50,000 - $74,999"
171157,21257,Hispanic,"$50,000 - $74,999"
171158,21258,Native American,"$35,000 - $49,999"
171159,21259,Hispanic,"$50,000 - $74,999"
171160,21260,Native American,"$35,000 - $49,999"
171161,21261,Other,"$25,000 - $34,999"
171162,21262,Asian,"Less than $15,000"
171163,21263,Other,"$35,000 - $49,999"
171164,21264,Native American,"Less than $15,000"
171165,21265,Hispanic,"$35,000 - $49,999"
171166,21266,Asian,"$75,000 or greater"
171167,21267,Pacific Islander,"$25,000 - $34,999"
171168,21268,White,Unemployed
171169,21269,Black,"$25,000 - $34,999"
171170,21270,Pacific Islander,"Less than $15,000"
171171,21271,White,Unemployed
171172,21272,Native American,"$35,000 - $49,999"
171173,21273,Black,"$15,000 - $24,999"
171174,21274,Pacific Islander,"$35,000 - $49,999"
171175,21275,Black,"$35,000 - $49,999"
171176,21276,Hispanic,"$15,000 - $24,999"
171177,21277,Other,"$50,000 - $74,999"
171178,21278,Black,"$75,000 or greater"
171179,21279,White,"Less than $15,000"
171180,21280,White,"$15,000 - $24,999"
171181,21281,Native American,"$50,000 - $74,999"
171182,21282,White,"$15,000 - $24,999"
171183,21283,Hispanic,"$25,000 - $34,999"
171184,21284,White,"$50,000 - $74,999"
171185,21285,Other,"$25,000 - $34,999"
171186,21286,White,"$25,000 - $34,999"
171187,21287,Pacific Islander,"$25,000 - $34,999"
171188,21288,Native American,"$35,000 - $49,999"
171189,21289,White,"$75,000 or greater"
171190,21290,Native American,"$35,000 - $49,999"
171191,21291,Black,"Less than $15,000"
171192,21292,Pacific Islander,"$75,000 or greater"
171193,21293,Other,Unemployed
171194,21294,Native American,"$75,000 or greater"
171195,21295,Black,"$25,000 - $34,999"
171196,21296,Hispanic,"$25,000 - $34,999"
171197,21297,Asian,"$35,000 - $49,999"
171198,21298,Other,"$15,000 - $24,999"
171199,21299,Black,"$75,000 or greater"
171200,21300,Native American,"$35,000 - $49,999"
171201,21301,Native American,Unemployed
171202,21302,Native American,"Less than $15,000"
171203,21303,White,"$75,000 or greater"
171204,21304,Asian,Unemployed
171205,21305,Pacific Islander,"Less than $15,000"
171206,21306,Black,Unemployed
171207,21307,Native American,"$75,000 or greater"
171208,21308,Black,"Less than $15,000"
171209,21309,Black,"$35,000 - $49,999"
171210,21310,Asian,"Less than $15,000"
171211,21311,Asian,"$75,000 or greater"
171212,21312,Pacific Islander,"$50,000 - $74,999"
171213,21313,Pacific Islander,"Less than $15,000"
171214,21314,Native American,"$50,000 - $74,999"
171215,21315,Other,"$50,000 - $74,999"
171216,21316,Black,"$75,000 or greater"
171217,21317,Asian,"$25,000 - $34,999"
171218,21318,White,"$35,000 - $49,999"
171219,21319,Pacific Islander,"$35,000 - $49,999"
171220,21320,White,"$15,000 - $24,999"
171221,21321,Asian,Unemployed
171222,21322,Hispanic,"$15,000 - $24,999"
171223,21323,Other,Unemployed
171224,21324,Native American,"$25,000 - $34,999"
171225,21325,Asian,"$35,000 - $49,999"
171226,21326,Black,"$75,000 or greater"
171227,21327,White,Unemployed
171228,21328,Native American,"$75,000 or greater"
171229,21329,Other,"Less than $15,000"
171230,21330,White,"$50,000 - $74,999"
171231,21331,White,"$15,000 - $24,999"
171232,21332,Other,"$25,000 - $34,999"
171233,21333,Native American,Unemployed
171234,21334,Native American,"$50,000 - $74,999"
171235,21335,Asian,"$50,000 - $74,999"
171236,21336,Black,"$50,000 - $74,999"
171237,21337,Black,"Less than $15,000"
171238,21338,Pacific Islander,"Less than $15,000"
171239,21339,Native American,"$75,000 or greater"
171240,21340,Native American,"$25,000 - $34,999"
171241,21341,Other,"$75,000 or greater"
171242,21342,Native American,"$25,000 - $34,999"
171243,21343,White,Unemployed
171244,21344,Hispanic,"$15,000 - $24,999"
171245,21345,Pacific Islander,"$25,000 - $34,999"
171246,21346,Native American,"Less than $15,000"
171247,21347,White,"Less than $15,000"
171248,21348,Native American,"$25,000 - $34,999"
171249,21349,Native American,"Less than $15,000"
171250,21350,Asian,Unemployed
171251,21351,Black,Unemployed
171252,21352,Asian,"Less than $15,000"
171253,21353,Hispanic,"$25,000 - $34,999"
171254,21354,White,"$25,000 - $34,999"
171255,21355,Other,"$35,000 - $49,999"
171256,21356,Native American,"$35,000 - $49,999"
171257,21357,Asian,"$75,000 or greater"
171258,21358,Black,"$15,000 - $24,999"
171259,21359,Other,"$75,000 or greater"
171260,21360,Hispanic,"Less than $15,000"
171261,21361,Black,"$35,000 - $49,999"
171262,21362,White,Unemployed
171263,21363,Native American,"$15,000 - $24,999"
171264,21364,Hispanic,Unemployed
171265,21365,Native American,"$50,000 - $74,999"
171266,21366,Other,"$35,000 - $49,999"
171267,21367,White,"$75,000 or greater"
171268,21368,White,"$35,000 - $49,999"
171269,21369,Black,"$50,000 - $74,999"
171270,21370,Other,"$25,000 - $34,999"
171271,21371,Asian,"$35,000 - $49,999"
171272,21372,Black,"Less than $15,000"
171273,21373,White,"$50,000 - $74,999"
171274,21374,Black,Unemployed
171275,21375,Asian,"$50,000 - $74,999"
171276,21376,Pacific Islander,"$75,000 or greater"
171277,21377,Native American,Unemployed
171278,21378,Black,"$15,000 - $24,999"
171279,21379,White,"$25,000 - $34,999"
171280,21380,White,"Less than $15,000"
171281,21381,Pacific Islander,"$25,000 - $34,999"
171282,21382,Other,Unemployed
171283,21383,Black,Unemployed
171284,21384,Hispanic,Unemployed
171285,21385,Asian,Unemployed
171286,21386,Other,"$75,000 or greater"
171287,21387,Asian,"$75,000 or greater"
171288,21388,Hispanic,"$35,000 - $49,999"
171289,21389,White,"Less than $15,000"
171290,21390,Black,"Less than $15,000"
171291,21391,Native American,"$35,000 - $49,999"
171292,21392,Native American,"Less than $15,000"
171293,21393,Pacific Islander,"$25,000 - $34,999"
171294,21394,Other,"$35,000 - $49,999"
171295,21395,Black,"$25,000 - $34,999"
171296,21396,Black,"Less than $15,000"
171297,21397,Native American,"$25,000 - $34,999"
171298,21398,Asian,"$15,000 - $24,999"
171299,21399,Native American,"Less than $15,000"
171300,21400,White,"Less than $15,000"
171301,21401,Pacific Islander,Unemployed
171302,21402,Hispanic,"$50,000 - $74,999"
171303,21403,Other,"$50,000 - $74,999"
171304,21404,Other,"$50,000 - $74,999"
171305,21405,Native American,"$75,000 or greater"
171306,21406,Hispanic,"$75,000 or greater"
171307,21407,Pacific Islander,"$25,000 - $34,999"
171308,21408,White,"$35,000 - $49,999"
171309,21409,Pacific Islander,"$75,000 or greater"
171310,21410,Native American,"$25,000 - $34,999"
171311,21411,Other,"Less than $15,000"
171312,21412,Other,"$15,000 - $24,999"
171313,21413,Asian,"$15,000 - $24,999"
171314,21414,Black,"Less than $15,000"
171315,21415,Native American,"$15,000 - $24,999"
171316,21416,Black,"$15,000 - $24,999"
171317,21417,Pacific Islander,"$50,000 - $74,999"
171318,21418,Asian,"$50,000 - $74,999"
171319,21419,Asian,"$25,000 - $34,999"
171320,21420,Other,Unemployed
171321,21421,Native American,"Less than $15,000"
171322,21422,Pacific Islander,"Less than $15,000"
171323,21423,Black,"$75,000 or greater"
171324,21424,White,Unemployed
171325,21425,Other,"$75,000 or greater"
171326,21426,Pacific Islander,"$50,000 - $74,999"
171327,21427,Black,"Less than $15,000"
171328,21428,White,"Less than $15,000"
171329,21429,Black,"$25,000 - $34,999"
171330,21430,Black,"$75,000 or greater"
171331,21431,Other,"$25,000 - $34,999"
171332,21432,Black,"$25,000 - $34,999"
171333,21433,Native American,"$35,000 - $49,999"
171334,21434,Black,"$50,000 - $74,999"
171335,21435,Other,"$15,000 - $24,999"
171336,21436,Native American,"$75,000 or greater"
171337,21437,Native American,Unemployed
171338,21438,Pacific Islander,"$75,000 or greater"
171339,21439,Other,"$50,000 - $74,999"
171340,21440,Asian,"Less than $15,000"
171341,21441,White,"Less than $15,000"
171342,21442,Other,"$15,000 - $24,999"
171343,21443,Asian,Unemployed
171344,21444,Pacific Islander,"$15,000 - $24,999"
171345,21445,Other,Unemployed
171346,21446,Hispanic,"$25,000 - $34,999"
171347,21447,White,"Less than $15,000"
171348,21448,Other,"$15,000 - $24,999"
171349,21449,Native American,"$15,000 - $24,999"
171350,21450,Other,"Less than $15,000"
171351,21451,Native American,"$15,000 - $24,999"
171352,21452,Asian,"$35,000 - $49,999"
171353,21453,Other,"$25,000 - $34,999"
171354,21454,Asian,"$15,000 - $24,999"
171355,21455,Native American,"$15,000 - $24,999"
171356,21456,Black,"Less than $15,000"
171357,21457,Native American,"$15,000 - $24,999"
171358,21458,Pacific Islander,"$25,000 - $34,999"
171359,21459,Other,"$35,000 - $49,999"
171360,21460,Native American,"$35,000 - $49,999"
171361,21461,Native American,"$25,000 - $34,999"
171362,21462,Hispanic,"$75,000 or greater"
171363,21463,Native American,"$35,000 - $49,999"
171364,21464,Black,"$15,000 - $24,999"
171365,21465,Pacific Islander,"$15,000 - $24,999"
171366,21466,Pacific Islander,Unemployed
171367,21467,White,"$15,000 - $24,999"
171368,21468,Black,"Less than $15,000"
171369,21469,Pacific Islander,"$25,000 - $34,999"
171370,21470,Hispanic,"Less than $15,000"
171371,21471,White,"$50,000 - $74,999"
171372,21472,White,"$35,000 - $49,999"
171373,21473,White,"$25,000 - $34,999"
171374,21474,Native American,"$75,000 or greater"
171375,21475,Other,"$75,000 or greater"
171376,21476,White,"$75,000 or greater"
171377,21477,Native American,"$75,000 or greater"
171378,21478,Black,"$75,000 or greater"
171379,21479,Hispanic,"Less than $15,000"
171380,21480,Black,"Less than $15,000"
171381,21481,Other,"$15,000 - $24,999"
171382,21482,White,"$50,000 - $74,999"
171383,21483,White,"$50,000 - $74,999"
171384,21484,Black,"$50,000 - $74,999"
171385,21485,Native American,"$35,000 - $49,999"
171386,21486,Pacific Islander,Unemployed
171387,21487,Other,Unemployed
171388,21488,Pacific Islander,"$15,000 - $24,999"
171389,21489,Other,"$25,000 - $34,999"
171390,21490,White,"$35,000 - $49,999"
171391,21491,Asian,Unemployed
171392,21492,White,"$75,000 or greater"
171393,21493,Pacific Islander,"Less than $15,000"
171394,21494,Asian,"$50,000 - $74,999"
171395,21495,Black,Unemployed
171396,21496,Black,"$35,000 - $49,999"
171397,21497,Hispanic,Unemployed
171398,21498,Asian,"$15,000 - $24,999"
171399,21499,Asian,Unemployed
171400,21500,Hispanic,"Less than $15,000"
171401,21501,Hispanic,"Less than $15,000"
171402,21502,Hispanic,"$15,000 - $24,999"
171403,21503,Asian,Unemployed
171404,21504,Hispanic,Unemployed
171405,21505,Native American,"$75,000 or greater"
171406,21506,Native American,"Less than $15,000"
171407,21507,Pacific Islander,Unemployed
171408,21508,White,"$25,000 - $34,999"
171409,21509,White,"$75,000 or greater"
171410,21510,Hispanic,"$25,000 - $34,999"
171411,21511,Pacific Islander,Unemployed
171412,21512,Hispanic,"$50,000 - $74,999"
171413,21513,Pacific Islander,Unemployed
171414,21514,Black,"$15,000 - $24,999"
171415,21515,Pacific Islander,"$15,000 - $24,999"
171416,21516,Native American,"$50,000 - $74,999"
171417,21517,White,Unemployed
171418,21518,Hispanic,"$75,000 or greater"
171419,21519,Asian,"Less than $15,000"
171420,21520,Black,"$25,000 - $34,999"
171421,21521,White,"Less than $15,000"
171422,21522,Black,"$75,000 or greater"
171423,21523,Asian,"$25,000 - $34,999"
171424,21524,Pacific Islander,"$15,000 - $24,999"
171425,21525,Other,"$35,000 - $49,999"
171426,21526,Black,"$25,000 - $34,999"
171427,21527,Hispanic,"$75,000 or greater"
171428,21528,Pacific Islander,Unemployed
171429,21529,Hispanic,"Less than $15,000"
171430,21530,White,Unemployed
171431,21531,Pacific Islander,"Less than $15,000"
171432,21532,White,Unemployed
171433,21533,Asian,"$15,000 - $24,999"
171434,21534,Asian,"$75,000 or greater"
171435,21535,Native American,"$50,000 - $74,999"
171436,21536,Asian,"$50,000 - $74,999"
171437,21537,Black,"Less than $15,000"
171438,21538,Hispanic,"Less than $15,000"
171439,21539,Hispanic,"Less than $15,000"
171440,21540,White,Unemployed
171441,21541,Hispanic,"$25,000 - $34,999"
171442,21542,Pacific Islander,"Less than $15,000"
171443,21543,White,"$25,000 - $34,999"
171444,21544,Asian,"Less than $15,000"
171445,21545,Asian,"$50,000 - $74,999"
171446,21546,Native American,Unemployed
171447,21547,Asian,"Less than $15,000"
171448,21548,Other,"$25,000 - $34,999"
171449,21549,Native American,Unemployed
171450,21550,Black,"$15,000 - $24,999"
171451,21551,Black,"$75,000 or greater"
171452,21552,Pacific Islander,"Less than $15,000"
171453,21553,Pacific Islander,"$15,000 - $24,999"
171454,21554,Other,Unemployed
171455,21555,Black,Unemployed
171456,21556,Black,"$75,000 or greater"
171457,21557,Black,"$15,000 - $24,999"
171458,21558,Other,Unemployed
171459,21559,Native American,"$15,000 - $24,999"
171460,21560,Native American,"$75,000 or greater"
171461,21561,Pacific Islander,"$35,000 - $49,999"
171462,21562,Hispanic,"Less than $15,000"
171463,21563,Hispanic,"$25,000 - $34,999"
171464,21564,Native American,"$15,000 - $24,999"
171465,21565,Black,"$15,000 - $24,999"
171466,21566,Native American,"$75,000 or greater"
171467,21567,Other,"$15,000 - $24,999"
171468,21568,Hispanic,Unemployed
171469,21569,Asian,"Less than $15,000"
171470,21570,Pacific Islander,Unemployed
171471,21571,Other,"Less than $15,000"
171472,21572,Native American,Unemployed
171473,21573,Pacific Islander,"$75,000 or greater"
171474,21574,White,"$50,000 - $74,999"
171475,21575,Hispanic,"Less than $15,000"
171476,21576,Hispanic,"$35,000 - $49,999"
171477,21577,Hispanic,Unemployed
171478,21578,Pacific Islander,"$35,000 - $49,999"
171479,21579,Pacific Islander,"$50,000 - $74,999"
171480,21580,Other,"$15,000 - $24,999"
171481,21581,Asian,"$15,000 - $24,999"
171482,21582,Pacific Islander,"$50,000 - $74,999"
171483,21583,Black,"$50,000 - $74,999"
171484,21584,Native American,"$35,000 - $49,999"
171485,21585,Native American,"$35,000 - $49,999"
171486,21586,Asian,"$75,000 or greater"
171487,21587,Asian,"$75,000 or greater"
171488,21588,Pacific Islander,"$15,000 - $24,999"
171489,21589,Native American,"Less than $15,000"
171490,21590,Black,"$15,000 - $24,999"
171491,21591,White,Unemployed
171492,21592,White,"$15,000 - $24,999"
171493,21593,Asian,"$35,000 - $49,999"
171494,21594,Other,"$15,000 - $24,999"
171495,21595,Native American,"$25,000 - $34,999"
171496,21596,Other,"$15,000 - $24,999"
171497,21597,Native American,"$35,000 - $49,999"
171498,21598,White,"$25,000 - $34,999"
171499,21599,Black,"Less than $15,000"
171500,21600,Native American,"$25,000 - $34,999"
171501,21601,Black,"$75,000 or greater"
171502,21602,Hispanic,Unemployed
171503,21603,Black,"$75,000 or greater"
171504,21604,White,"$15,000 - $24,999"
171505,21605,Native American,Unemployed
171506,21606,Pacific Islander,"$35,000 - $49,999"
171507,21607,Asian,"$75,000 or greater"
171508,21608,Native American,"$50,000 - $74,999"
171509,21609,Hispanic,Unemployed
171510,21610,Black,"$15,000 - $24,999"
171511,21611,Pacific Islander,"Less than $15,000"
171512,21612,Black,"$15,000 - $24,999"
171513,21613,Other,"$15,000 - $24,999"
171514,21614,Hispanic,"$15,000 - $24,999"
171515,21615,Asian,"$15,000 - $24,999"
171516,21616,Asian,"Less than $15,000"
171517,21617,Pacific Islander,"$75,000 or greater"
171518,21618,Other,"Less than $15,000"
171519,21619,White,"$50,000 - $74,999"
171520,21620,Asian,"$75,000 or greater"
171521,21621,Hispanic,"$35,000 - $49,999"
171522,21622,Hispanic,Unemployed
171523,21623,Pacific Islander,"$25,000 - $34,999"
171524,21624,Black,"$15,000 - $24,999"
171525,21625,Black,"$75,000 or greater"
171526,21626,Asian,Unemployed
171527,21627,Pacific Islander,Unemployed
171528,21628,Black,"$15,000 - $24,999"
171529,21629,Asian,"$15,000 - $24,999"
171530,21630,Black,Unemployed
171531,21631,Pacific Islander,"$35,000 - $49,999"
171532,21632,White,Unemployed
171533,21633,Black,"$35,000 - $49,999"
171534,21634,Pacific Islander,Unemployed
171535,21635,Black,"$75,000 or greater"
171536,21636,White,Unemployed
171537,21637,Native American,"$35,000 - $49,999"
171538,21638,Asian,"$25,000 - $34,999"
171539,21639,Native American,"$75,000 or greater"
171540,21640,Pacific Islander,"$35,000 - $49,999"
171541,21641,Other,Unemployed
171542,21642,Native American,"$35,000 - $49,999"
171543,21643,Black,"Less than $15,000"
171544,21644,White,"$50,000 - $74,999"
171545,21645,Native American,"$25,000 - $34,999"
171546,21646,Black,"$75,000 or greater"
171547,21647,Hispanic,"$50,000 - $74,999"
171548,21648,Black,"$50,000 - $74,999"
171549,21649,White,"$50,000 - $74,999"
171550,21650,Black,"$25,000 - $34,999"
171551,21651,Black,"$25,000 - $34,999"
171552,21652,Native American,"$25,000 - $34,999"
171553,21653,Native American,"$35,000 - $49,999"
171554,21654,Black,"$15,000 - $24,999"
171555,21655,Other,"$15,000 - $24,999"
171556,21656,Asian,"$15,000 - $24,999"
171557,21657,Black,"$15,000 - $24,999"
171558,21658,Asian,"$50,000 - $74,999"
171559,21659,Other,"$15,000 - $24,999"
171560,21660,Native American,"$50,000 - $74,999"
171561,21661,Black,Unemployed
171562,21662,Asian,"$50,000 - $74,999"
171563,21663,Black,"Less than $15,000"
171564,21664,Hispanic,"$25,000 - $34,999"
171565,21665,Hispanic,"$50,000 - $74,999"
171566,21666,Native American,Unemployed
171567,21667,Black,Unemployed
171568,21668,Black,"$15,000 - $24,999"
171569,21669,Asian,"$35,000 - $49,999"
171570,21670,White,"$35,000 - $49,999"
171571,21671,Hispanic,Unemployed
171572,21672,Pacific Islander,"$50,000 - $74,999"
171573,21673,Asian,"Less than $15,000"
171574,21674,Native American,Unemployed
171575,21675,Hispanic,"$15,000 - $24,999"
171576,21676,Pacific Islander,"Less than $15,000"
171577,21677,White,"$50,000 - $74,999"
171578,21678,White,"$35,000 - $49,999"
171579,21679,Black,"$75,000 or greater"
171580,21680,Pacific Islander,"$15,000 - $24,999"
171581,21681,White,"Less than $15,000"
171582,21682,Black,"$75,000 or greater"
171583,21683,Native American,"$75,000 or greater"
171584,21684,Native American,"$25,000 - $34,999"
171585,21685,Hispanic,"$25,000 - $34,999"
171586,21686,Pacific Islander,"$35,000 - $49,999"
171587,21687,Pacific Islander,"$50,000 - $74,999"
171588,21688,White,"$35,000 - $49,999"
171589,21689,Pacific Islander,"$75,000 or greater"
171590,21690,Asian,"$75,000 or greater"
171591,21691,Native American,"$15,000 - $24,999"
171592,21692,Other,"$25,000 - $34,999"
171593,21693,Black,"$15,000 - $24,999"
171594,21694,White,"$75,000 or greater"
171595,21695,White,"$75,000 or greater"
171596,21696,Black,"$25,000 - $34,999"
171597,21697,Hispanic,Unemployed
171598,21698,Hispanic,Unemployed
171599,21699,White,"Less than $15,000"
171600,21700,Hispanic,"$75,000 or greater"
171601,21701,Black,Unemployed
171602,21702,Asian,"$25,000 - $34,999"
171603,21703,Hispanic,"Less than $15,000"
171604,21704,Asian,"$50,000 - $74,999"
171605,21705,Pacific Islander,"$50,000 - $74,999"
171606,21706,Pacific Islander,Unemployed
171607,21707,Pacific Islander,"$50,000 - $74,999"
171608,21708,White,"$75,000 or greater"
171609,21709,Pacific Islander,"$50,000 - $74,999"
171610,21710,Pacific Islander,"$75,000 or greater"
171611,21711,White,"$15,000 - $24,999"
171612,21712,Pacific Islander,"$75,000 or greater"
171613,21713,Native American,"Less than $15,000"
171614,21714,Other,Unemployed
171615,21715,Pacific Islander,"$15,000 - $24,999"
171616,21716,Other,"$25,000 - $34,999"
171617,21717,Hispanic,"$75,000 or greater"
171618,21718,Asian,Unemployed
171619,21719,Asian,"$75,000 or greater"
171620,21720,Asian,"Less than $15,000"
171621,21721,Other,"$25,000 - $34,999"
171622,21722,Black,"$15,000 - $24,999"
171623,21723,Hispanic,"$50,000 - $74,999"
171624,21724,Pacific Islander,Unemployed
171625,21725,Asian,"$50,000 - $74,999"
171626,21726,Native American,"$75,000 or greater"
171627,21727,Asian,"$35,000 - $49,999"
171628,21728,White,"Less than $15,000"
171629,21729,Native American,"$35,000 - $49,999"
171630,21730,Pacific Islander,"$15,000 - $24,999"
171631,21731,Hispanic,"$50,000 - $74,999"
171632,21732,Other,Unemployed
171633,21733,Asian,"$50,000 - $74,999"
171634,21734,Hispanic,"$35,000 - $49,999"
171635,21735,Asian,"$15,000 - $24,999"
171636,21736,Other,"$35,000 - $49,999"
171637,21737,Other,"$75,000 or greater"
171638,21738,Hispanic,"$50,000 - $74,999"
171639,21739,Native American,"$15,000 - $24,999"
171640,21740,Asian,Unemployed
171641,21741,Native American,"Less than $15,000"
171642,21742,Black,"$25,000 - $34,999"
171643,21743,Other,Unemployed
171644,21744,Asian,"$15,000 - $24,999"
171645,21745,Hispanic,"$15,000 - $24,999"
171646,21746,Other,"$35,000 - $49,999"
171647,21747,Other,"$75,000 or greater"
171648,21748,Native American,Unemployed
171649,21749,Other,"$75,000 or greater"
171650,21750,Other,"Less than $15,000"
171651,21751,Other,"$35,000 - $49,999"
171652,21752,Hispanic,"$75,000 or greater"
171653,21753,Hispanic,"$25,000 - $34,999"
171654,21754,Native American,"$50,000 - $74,999"
171655,21755,Black,"$50,000 - $74,999"
171656,21756,Pacific Islander,"$75,000 or greater"
171657,21757,Pacific Islander,"$50,000 - $74,999"
171658,21758,Asian,"$25,000 - $34,999"
171659,21759,White,"Less than $15,000"
171660,21760,Asian,"$35,000 - $49,999"
171661,21761,Native American,"$15,000 - $24,999"
171662,21762,Other,Unemployed
171663,21763,Hispanic,"$15,000 - $24,999"
171664,21764,Hispanic,"$75,000 or greater"
171665,21765,White,Unemployed
171666,21766,White,"$25,000 - $34,999"
171667,21767,Other,"$35,000 - $49,999"
171668,21768,White,Unemployed
171669,21769,Hispanic,"Less than $15,000"
171670,21770,Native American,"$75,000 or greater"
171671,21771,Other,"$50,000 - $74,999"
171672,21772,Asian,"$50,000 - $74,999"
171673,21773,Other,"$15,000 - $24,999"
171674,21774,Native American,"Less than $15,000"
171675,21775,Native American,"$25,000 - $34,999"
171676,21776,Native American,"$35,000 - $49,999"
171677,21777,Asian,"$75,000 or greater"
171678,21778,Other,"Less than $15,000"
171679,21779,White,Unemployed
171680,21780,Black,"$50,000 - $74,999"
171681,21781,Native American,"$25,000 - $34,999"
171682,21782,Black,"Less than $15,000"
171683,21783,Asian,"$35,000 - $49,999"
171684,21784,Pacific Islander,Unemployed
171685,21785,Native American,"$15,000 - $24,999"
171686,21786,Black,"$75,000 or greater"
171687,21787,Asian,"$25,000 - $34,999"
171688,21788,Black,"$35,000 - $49,999"
171689,21789,Pacific Islander,"$50,000 - $74,999"
171690,21790,Hispanic,"$35,000 - $49,999"
171691,21791,Pacific Islander,"$25,000 - $34,999"
171692,21792,Pacific Islander,"$50,000 - $74,999"
171693,21793,White,"$15,000 - $24,999"
171694,21794,Other,Unemployed
171695,21795,Black,"Less than $15,000"
171696,21796,Hispanic,"$75,000 or greater"
171697,21797,Pacific Islander,"$15,000 - $24,999"
171698,21798,Asian,"$50,000 - $74,999"
171699,21799,Black,"Less than $15,000"
171700,21800,Asian,Unemployed
171701,21801,Asian,"$25,000 - $34,999"
171702,21802,White,"$25,000 - $34,999"
171703,21803,Black,Unemployed
